trans_id,account_id,date,type,operation,amount,balance,k_symbol,bank,account
67989,226,1998-06-12,VYDAJ,VYBER,7000,64505,NULL,NULL,0
67990,226,1998-07-12,VYDAJ,"PREVOD NA UCET",9112,57545,UVER,GH,39824432
67991,226,1998-08-12,VYDAJ,"PREVOD NA UCET",9112,49532,UVER,GH,39824432
67992,226,1998-09-12,VYDAJ,"PREVOD NA UCET",9112,50350,UVER,GH,39824432
67993,226,1998-10-12,VYDAJ,"PREVOD NA UCET",9112,52163,UVER,GH,39824432
67994,226,1998-11-12,VYDAJ,"PREVOD NA UCET",9112,46467,UVER,GH,39824432
67995,226,1998-12-12,VYDAJ,"PREVOD NA UCET",9112,54284,UVER,GH,39824432
67999,226,1998-01-26,VYDAJ,VYBER,14720,31201,NULL,NULL,NULL
68001,226,1998-12-16,VYDAJ,"VYBER KARTOU",3500,44284,NULL,NULL,0
68007,226,1998-08-04,VYDAJ,"VYBER KARTOU",2900,48513,NULL,NULL,0
68008,226,1998-01-25,VYDAJ,"VYBER KARTOU",2900,45921,NULL,NULL,0
68009,226,1998-07-13,VYDAJ,VYBER,4440,53105,NULL,NULL,NULL
68023,226,1998-01-31,VYDAJ,VYBER,15,31371,SLUZBY,NULL,NULL
68024,226,1998-02-28,VYDAJ,VYBER,15,47353,SLUZBY,NULL,NULL
68025,226,1998-03-31,VYDAJ,VYBER,15,52381,SLUZBY,NULL,NULL
68026,226,1998-04-30,VYDAJ,VYBER,15,51514,SLUZBY,NULL,NULL
68027,226,1998-05-31,VYDAJ,VYBER,15,51845,SLUZBY,NULL,NULL
68028,226,1998-06-30,VYDAJ,VYBER,15,56526,SLUZBY,NULL,NULL
68029,226,1998-07-31,VYDAJ,VYBER,15,51413,SLUZBY,NULL,NULL
68030,226,1998-08-31,VYDAJ,VYBER,15,49331,SLUZBY,NULL,NULL
68031,226,1998-09-30,VYDAJ,VYBER,15,51144,SLUZBY,NULL,NULL
68032,226,1998-10-31,VYDAJ,VYBER,15,45448,SLUZBY,NULL,NULL
68033,226,1998-11-30,VYDAJ,VYBER,15,43736,SLUZBY,NULL,NULL
68044,226,1998-01-19,PRIJEM,VKLAD,1500,48821,NULL,NULL,NULL
68045,226,1998-02-18,PRIJEM,VKLAD,11800,47202,NULL,NULL,NULL
68046,226,1998-03-20,PRIJEM,VKLAD,1700,52184,NULL,NULL,NULL
68047,226,1998-04-19,PRIJEM,VKLAD,700,51312,NULL,NULL,NULL
68048,226,1998-05-19,PRIJEM,VKLAD,1400,51645,NULL,NULL,NULL
68049,226,1998-06-18,VYDAJ,VYBER,8200,56305,NULL,NULL,NULL
68050,226,1998-07-18,VYDAJ,"VYBER KARTOU",1900,51205,NULL,NULL,0
68051,226,1998-08-17,VYDAJ,"VYBER KARTOU",400,49132,NULL,NULL,0
68052,226,1998-09-16,PRIJEM,VKLAD,600,50950,NULL,NULL,NULL
68053,226,1998-10-16,VYDAJ,VYBER,6900,45263,NULL,NULL,NULL
68054,226,1998-11-15,VYDAJ,"VYBER KARTOU",2900,43567,NULL,NULL,0
68055,226,1998-12-15,VYDAJ,VYBER,6500,47784,NULL,NULL,NULL
68115,227,1998-01-12,PRIJEM,"PREVOD Z UCTU",44692,58674,NULL,UV,21064383
68116,227,1998-02-12,PRIJEM,"PREVOD Z UCTU",44692,64856,NULL,UV,21064383
68117,227,1998-03-12,PRIJEM,"PREVOD Z UCTU",44692,88686,NULL,UV,21064383
68118,227,1998-04-12,PRIJEM,"PREVOD Z UCTU",44692,62292,NULL,UV,21064383
68119,227,1998-05-12,PRIJEM,"PREVOD Z UCTU",44692,68201,NULL,UV,21064383
68120,227,1998-06-12,PRIJEM,"PREVOD Z UCTU",67038,100098,NULL,UV,21064383
68121,227,1998-07-12,PRIJEM,"PREVOD Z UCTU",44692,71528,NULL,UV,21064383
68122,227,1998-08-12,PRIJEM,"PREVOD Z UCTU",44692,55183,NULL,UV,21064383
68123,227,1998-09-12,PRIJEM,"PREVOD Z UCTU",44692,62083,NULL,UV,21064383
68124,227,1998-10-12,PRIJEM,"PREVOD Z UCTU",44692,58400,NULL,UV,21064383
68125,227,1998-11-12,PRIJEM,"PREVOD Z UCTU",44692,59418,NULL,UV,21064383
68126,227,1998-12-12,PRIJEM,"PREVOD Z UCTU",67038,84892,NULL,UV,21064383
68163,227,1998-01-10,VYDAJ,"PREVOD NA UCET",9381,13982,SIPO,GH,28972292
68164,227,1998-02-10,VYDAJ,"PREVOD NA UCET",9381,39264,SIPO,GH,28972292
68165,227,1998-03-10,VYDAJ,"PREVOD NA UCET",9381,43994,SIPO,GH,28972292
68166,227,1998-04-10,VYDAJ,"PREVOD NA UCET",9381,36000,SIPO,GH,28972292
68167,227,1998-05-10,VYDAJ,"PREVOD NA UCET",9381,42909,SIPO,GH,28972292
68168,227,1998-06-10,VYDAJ,"PREVOD NA UCET",9381,59060,SIPO,GH,28972292
68169,227,1998-07-10,VYDAJ,"PREVOD NA UCET",9381,26836,SIPO,GH,28972292
68170,227,1998-08-10,VYDAJ,"PREVOD NA UCET",9381,10491,SIPO,GH,28972292
68171,227,1998-09-10,VYDAJ,"PREVOD NA UCET",9381,17391,SIPO,GH,28972292
68172,227,1998-10-10,VYDAJ,"PREVOD NA UCET",9381,13708,SIPO,GH,28972292
68173,227,1998-11-10,VYDAJ,"PREVOD NA UCET",9381,14726,SIPO,GH,28972292
68174,227,1998-12-10,VYDAJ,"PREVOD NA UCET",9381,17854,SIPO,GH,28972292
68189,227,1998-07-31,VYBER,VYBER,24812,45486,NULL,NULL,NULL
68193,227,1998-06-28,VYDAJ,VYBER,33900,61098,NULL,NULL,NULL
68216,227,1998-01-02,VYDAJ,VYBER,5400,24863,NULL,NULL,NULL
68218,227,1998-01-03,VYDAJ,VYBER,1500,23363,NULL,NULL,NULL
68220,227,1998-01-28,VYDAJ,VYBER,4500,48474,NULL,NULL,NULL
68221,227,1998-01-28,VYDAJ,VYBER,5700,52974,NULL,NULL,NULL
68233,227,1998-06-18,VYDAJ,VYBER,5100,94998,NULL,NULL,NULL
68234,227,1998-09-20,VYDAJ,VYBER,9600,52483,NULL,NULL,NULL
68235,227,1998-04-20,VYDAJ,VYBER,10200,52092,NULL,NULL,NULL
68236,227,1998-03-02,VYDAJ,VYBER,11700,53375,NULL,NULL,NULL
68237,227,1998-07-27,VYDAJ,VYBER,1500,70028,NULL,NULL,NULL
68275,227,1998-01-31,VYDAJ,VYBER,15,48645,SLUZBY,NULL,NULL
68276,227,1998-02-28,VYDAJ,VYBER,15,65075,SLUZBY,NULL,NULL
68277,227,1998-03-31,VYDAJ,VYBER,15,45381,SLUZBY,NULL,NULL
68278,227,1998-04-30,VYDAJ,VYBER,15,52290,SLUZBY,NULL,NULL
68279,227,1998-05-31,VYDAJ,VYBER,15,68441,SLUZBY,NULL,NULL
68280,227,1998-06-30,VYDAJ,VYBER,15,61417,SLUZBY,NULL,NULL
68281,227,1998-07-31,VYDAJ,VYBER,15,45472,SLUZBY,NULL,NULL
68282,227,1998-08-31,VYDAJ,VYBER,15,55372,SLUZBY,NULL,NULL
68283,227,1998-09-30,VYDAJ,VYBER,15,52689,SLUZBY,NULL,NULL
68284,227,1998-10-31,VYDAJ,VYBER,15,58607,SLUZBY,NULL,NULL
68285,227,1998-11-30,VYDAJ,VYBER,15,59635,SLUZBY,NULL,NULL
68322,227,1998-02-10,VYDAJ,VYBER,19100,20164,NULL,NULL,NULL
68323,227,1998-03-12,VYDAJ,VYBER,43500,45186,NULL,NULL,NULL
68324,227,1998-04-11,VYDAJ,VYBER,18400,17600,NULL,NULL,NULL
68325,227,1998-05-11,VYDAJ,VYBER,19400,23509,NULL,NULL,NULL
68326,227,1998-06-10,VYDAJ,VYBER,26000,33060,NULL,NULL,NULL
68327,227,1998-07-10,VYDAJ,VYBER,25200,36217,NULL,NULL,NULL
68328,227,1998-08-09,VYDAJ,VYBER,25600,19872,NULL,NULL,NULL
68329,227,1998-09-08,VYDAJ,VYBER,28600,26772,NULL,NULL,NULL
68330,227,1998-10-08,VYDAJ,VYBER,29600,23089,NULL,NULL,NULL
68331,227,1998-11-07,VYDAJ,VYBER,34500,24107,NULL,NULL,NULL
68332,227,1998-12-07,VYDAJ,VYBER,32400,27235,NULL,NULL,NULL
68439,228,1998-01-13,PRIJEM,VKLAD,21602,37579,NULL,NULL,NULL
68440,228,1998-02-13,PRIJEM,VKLAD,21602,49193,NULL,NULL,NULL
68441,228,1998-03-13,PRIJEM,VKLAD,21602,66838,NULL,NULL,NULL
68442,228,1998-04-13,PRIJEM,VKLAD,21602,37700,NULL,NULL,NULL
68443,228,1998-05-13,PRIJEM,VKLAD,21602,55348,NULL,NULL,NULL
68444,228,1998-06-13,PRIJEM,VKLAD,32403,81057,NULL,NULL,NULL
68445,228,1998-07-13,PRIJEM,VKLAD,21602,77353,NULL,NULL,NULL
68446,228,1998-08-13,PRIJEM,VKLAD,21602,41623,NULL,NULL,NULL
68447,228,1998-09-13,PRIJEM,VKLAD,21602,57613,NULL,NULL,NULL
68448,228,1998-10-13,PRIJEM,VKLAD,21602,75299,NULL,NULL,NULL
68449,228,1998-11-13,PRIJEM,VKLAD,21602,40560,NULL,NULL,NULL
68450,228,1998-12-13,PRIJEM,VKLAD,32403,69028,NULL,NULL,NULL
68511,228,1998-01-09,VYDAJ,"PREVOD NA UCET",1946,15977,SIPO,QR,78199761
68512,228,1998-02-09,VYDAJ,"PREVOD NA UCET",1946,27591,SIPO,QR,78199761
68513,228,1998-03-09,VYDAJ,"PREVOD NA UCET",1946,45236,SIPO,QR,78199761
68514,228,1998-04-09,VYDAJ,"PREVOD NA UCET",1946,16098,SIPO,QR,78199761
68515,228,1998-05-09,VYDAJ,"PREVOD NA UCET",1946,33746,SIPO,QR,78199761
68516,228,1998-06-09,VYDAJ,"PREVOD NA UCET",1946,48654,SIPO,QR,78199761
68517,228,1998-07-09,VYDAJ,"PREVOD NA UCET",1946,55751,SIPO,QR,78199761
68518,228,1998-08-09,VYDAJ,"PREVOD NA UCET",1946,20021,SIPO,QR,78199761
68519,228,1998-09-09,VYDAJ,"PREVOD NA UCET",1946,36011,SIPO,QR,78199761
68520,228,1998-10-09,VYDAJ,"PREVOD NA UCET",1946,53697,SIPO,QR,78199761
68521,228,1998-11-09,VYDAJ,"PREVOD NA UCET",1946,18958,SIPO,QR,78199761
68522,228,1998-12-09,VYDAJ,"PREVOD NA UCET",1946,36625,SIPO,QR,78199761
68583,228,1998-01-13,VYDAJ,"PREVOD NA UCET",2158,34581," ",EF,26569271
68584,228,1998-02-13,VYDAJ,"PREVOD NA UCET",2158,47035," ",EF,26569271
68585,228,1998-03-13,VYDAJ,"PREVOD NA UCET",2158,64680," ",EF,26569271
68586,228,1998-04-13,VYDAJ,"PREVOD NA UCET",2158,35542," ",EF,26569271
68587,228,1998-05-13,VYDAJ,"PREVOD NA UCET",2158,53190," ",EF,26569271
68588,228,1998-06-13,VYDAJ,"PREVOD NA UCET",2158,78899," ",EF,26569271
68589,228,1998-07-13,VYDAJ,"PREVOD NA UCET",2158,75195," ",EF,26569271
68590,228,1998-08-13,VYDAJ,"PREVOD NA UCET",2158,39465," ",EF,26569271
68591,228,1998-09-13,VYDAJ,"PREVOD NA UCET",2158,55455," ",EF,26569271
68592,228,1998-10-13,VYDAJ,"PREVOD NA UCET",2158,73141," ",EF,26569271
68593,228,1998-11-13,VYDAJ,"PREVOD NA UCET",2158,38402," ",EF,26569271
68594,228,1998-12-13,VYDAJ,"PREVOD NA UCET",2158,66870," ",EF,26569271
68600,228,1998-06-22,VYDAJ,VYBER,21440,57459,NULL,NULL,NULL
68606,228,1998-01-02,VYDAJ,VYBER,7360,56023,NULL,NULL,NULL
68612,228,1998-12-30,VYDAJ,VYBER,1120,65750,NULL,NULL,NULL
68643,228,1998-01-30,VYDAJ,VYBER,2760,30621,NULL,NULL,NULL
68644,228,1998-01-04,VYDAJ,VYBER,840,53623,NULL,NULL,NULL
68645,228,1998-01-13,VYDAJ,VYBER,840,36739,NULL,NULL,NULL
68646,228,1998-01-03,VYDAJ,VYBER,1560,54463,NULL,NULL,NULL
68648,228,1998-01-14,VYDAJ,VYBER,1200,33381,NULL,NULL,NULL
68671,228,1998-03-20,VYDAJ,VYBER,960,63720,NULL,NULL,NULL
68672,228,1998-08-25,VYDAJ,VYBER,1680,37785,NULL,NULL,NULL
68673,228,1998-02-01,VYDAJ,VYBER,1200,29537,NULL,NULL,NULL
68674,228,1998-05-15,VYDAJ,VYBER,2760,50430,NULL,NULL,NULL
68737,228,1998-01-31,VYDAJ,VYBER,15,30737,SLUZBY,NULL,NULL
68738,228,1998-02-28,VYDAJ,VYBER,15,47182,SLUZBY,NULL,NULL
68739,228,1998-03-31,VYDAJ,VYBER,15,63944,SLUZBY,NULL,NULL
68740,228,1998-04-30,VYDAJ,VYBER,15,35692,SLUZBY,NULL,NULL
68741,228,1998-05-31,VYDAJ,VYBER,15,50600,SLUZBY,NULL,NULL
68742,228,1998-06-30,VYDAJ,VYBER,15,57697,SLUZBY,NULL,NULL
68743,228,1998-07-31,VYDAJ,VYBER,15,75467,SLUZBY,NULL,NULL
68744,228,1998-08-31,VYDAJ,VYBER,15,37957,SLUZBY,NULL,NULL
68745,228,1998-09-30,VYDAJ,VYBER,15,55643,SLUZBY,NULL,NULL
68746,228,1998-10-31,VYDAJ,VYBER,15,73404,SLUZBY,NULL,NULL
68747,228,1998-11-30,VYDAJ,VYBER,15,38571,SLUZBY,NULL,NULL
68793,228,1998-01-05,VYDAJ,VYBER,35700,17923,NULL,NULL,NULL
68794,228,1998-04-05,VYDAJ,VYBER,45900,18044,NULL,NULL,NULL
68795,228,1998-08-03,VYDAJ,VYBER,53500,21967,NULL,NULL,NULL
68796,228,1998-11-01,VYDAJ,VYBER,52500,20904,NULL,NULL,NULL
68873,229,1998-01-11,PRIJEM,"PREVOD Z UCTU",5492,29072,DUCHOD,UV,14829045
68874,229,1998-02-11,PRIJEM,"PREVOD Z UCTU",5492,19579,DUCHOD,UV,14829045
68875,229,1998-03-11,PRIJEM,"PREVOD Z UCTU",5492,21217,DUCHOD,UV,14829045
68876,229,1998-04-11,PRIJEM,"PREVOD Z UCTU",5492,21625,DUCHOD,UV,14829045
68877,229,1998-05-11,PRIJEM,"PREVOD Z UCTU",5492,21188,DUCHOD,UV,14829045
68878,229,1998-06-11,PRIJEM,"PREVOD Z UCTU",5492,23516,DUCHOD,UV,14829045
68879,229,1998-07-11,PRIJEM,"PREVOD Z UCTU",5492,22972,DUCHOD,UV,14829045
68880,229,1998-08-11,PRIJEM,"PREVOD Z UCTU",5492,25325,DUCHOD,UV,14829045
68881,229,1998-09-11,PRIJEM,"PREVOD Z UCTU",5492,24701,DUCHOD,UV,14829045
68882,229,1998-10-11,PRIJEM,"PREVOD Z UCTU",5492,23996,DUCHOD,UV,14829045
68883,229,1998-11-11,PRIJEM,"PREVOD Z UCTU",5492,27053,DUCHOD,UV,14829045
68884,229,1998-12-11,PRIJEM,"PREVOD Z UCTU",5492,27321,DUCHOD,UV,14829045
68897,229,1998-01-14,VYDAJ,"PREVOD NA UCET",2505,22487,SIPO,ST,55160808
68898,229,1998-02-14,VYDAJ,"PREVOD NA UCET",2505,17074,SIPO,ST,55160808
68899,229,1998-03-14,VYDAJ,"PREVOD NA UCET",2505,18712,SIPO,ST,55160808
68900,229,1998-04-14,VYDAJ,"PREVOD NA UCET",2505,19120,SIPO,ST,55160808
68901,229,1998-05-14,VYDAJ,"PREVOD NA UCET",2505,18683,SIPO,ST,55160808
68902,229,1998-06-14,VYDAJ,"PREVOD NA UCET",2505,21011,SIPO,ST,55160808
68903,229,1998-07-14,VYDAJ,"PREVOD NA UCET",2505,20467,SIPO,ST,55160808
68904,229,1998-08-14,VYDAJ,"PREVOD NA UCET",2505,22820,SIPO,ST,55160808
68905,229,1998-09-14,VYDAJ,"PREVOD NA UCET",2505,22196,SIPO,ST,55160808
68906,229,1998-10-14,VYDAJ,"PREVOD NA UCET",2505,21491,SIPO,ST,55160808
68907,229,1998-11-14,VYDAJ,"PREVOD NA UCET",2505,24548,SIPO,ST,55160808
68908,229,1998-12-14,VYDAJ,"PREVOD NA UCET",2505,24116,SIPO,ST,55160808
68914,229,1998-12-14,VYDAJ,VYBER,700,26621,NULL,NULL,NULL
68921,229,1998-01-17,VYDAJ,VYBER,800,21687,NULL,NULL,NULL
68922,229,1998-01-21,VYDAJ,VYBER,1920,19767,NULL,NULL,NULL
68923,229,1998-01-14,VYDAJ,VYBER,1840,24992,NULL,NULL,NULL
68924,229,1998-01-08,VYDAJ,VYBER,2160,23580,NULL,NULL,NULL
68925,229,1998-01-30,VYDAJ,VYBER,2000,14007,NULL,NULL,NULL
68926,229,1998-01-11,VYDAJ,VYBER,2240,26832,NULL,NULL,NULL
68930,229,1998-04-22,VYDAJ,VYBER,2880,16240,NULL,NULL,NULL
68931,229,1998-09-22,VYDAJ,VYBER,3760,18436,NULL,NULL,NULL
68932,229,1998-08-15,VYDAJ,VYBER,3680,19140,NULL,NULL,NULL
68933,229,1998-01-23,VYDAJ,VYBER,3760,16007,NULL,NULL,NULL
68934,229,1998-06-27,VYDAJ,VYBER,3600,17411,NULL,NULL,NULL
68935,229,1998-03-31,VYDAJ,VYBER,2640,16148,NULL,NULL,NULL
68936,229,1998-06-01,VYDAJ,VYBER,720,18024,NULL,NULL,NULL
68950,229,1998-01-31,VYDAJ,VYBER,15,14087,SLUZBY,NULL,NULL
68951,229,1998-02-28,VYDAJ,VYBER,15,17125,SLUZBY,NULL,NULL
68952,229,1998-03-31,VYDAJ,VYBER,15,16133,SLUZBY,NULL,NULL
68953,229,1998-04-30,VYDAJ,VYBER,15,16296,SLUZBY,NULL,NULL
68954,229,1998-05-31,VYDAJ,VYBER,15,18744,SLUZBY,NULL,NULL
68955,229,1998-06-30,VYDAJ,VYBER,15,17480,SLUZBY,NULL,NULL
68956,229,1998-07-31,VYDAJ,VYBER,15,20533,SLUZBY,NULL,NULL
68957,229,1998-08-31,VYDAJ,VYBER,15,19209,SLUZBY,NULL,NULL
68958,229,1998-09-30,VYDAJ,VYBER,15,18504,SLUZBY,NULL,NULL
68959,229,1998-10-31,VYDAJ,VYBER,15,21561,SLUZBY,NULL,NULL
68960,229,1998-11-30,VYDAJ,VYBER,15,21829,SLUZBY,NULL,NULL
68962,229,1998-01-03,VYDAJ,VYBER,3200,25740,NULL,NULL,NULL
68963,229,1998-03-04,VYDAJ,VYBER,1400,15725,NULL,NULL,NULL
68964,229,1998-05-03,VYDAJ,VYBER,600,15696,NULL,NULL,NULL
68965,229,1998-08-01,VYDAJ,VYBER,700,19833,NULL,NULL,NULL
68966,229,1998-11-29,VYDAJ,VYBER,2800,21748,NULL,NULL,NULL
69011,230,1998-01-05,PRIJEM,VKLAD,17493,61038,NULL,NULL,NULL
69012,230,1998-02-05,PRIJEM,VKLAD,17493,51463,NULL,NULL,NULL
69013,230,1998-03-05,PRIJEM,VKLAD,17493,57301,NULL,NULL,NULL
69014,230,1998-04-05,PRIJEM,VKLAD,17493,57552,NULL,NULL,NULL
69015,230,1998-05-05,PRIJEM,VKLAD,17493,52635,NULL,NULL,NULL
69016,230,1998-06-05,PRIJEM,VKLAD,26240,65321,NULL,NULL,NULL
69017,230,1998-07-05,PRIJEM,VKLAD,17493,58158,NULL,NULL,NULL
69018,230,1998-08-05,PRIJEM,VKLAD,17493,53198,NULL,NULL,NULL
69019,230,1998-09-05,PRIJEM,VKLAD,17493,46725,NULL,NULL,NULL
69020,230,1998-10-05,PRIJEM,VKLAD,17493,39810,NULL,NULL,NULL
69021,230,1998-11-05,PRIJEM,VKLAD,17493,35773,NULL,NULL,NULL
69022,230,1998-12-05,PRIJEM,VKLAD,26240,39761,NULL,NULL,NULL
69047,230,1998-01-14,VYDAJ,"PREVOD NA UCET",5615,46478,SIPO,ST,66906124
69048,230,1998-02-14,VYDAJ,"PREVOD NA UCET",5615,43263,SIPO,ST,66906124
69049,230,1998-03-14,VYDAJ,"PREVOD NA UCET",5615,49101,SIPO,ST,66906124
69050,230,1998-04-14,VYDAJ,"PREVOD NA UCET",5615,49352,SIPO,ST,66906124
69051,230,1998-05-14,VYDAJ,"PREVOD NA UCET",5615,44435,SIPO,ST,66906124
69052,230,1998-06-14,VYDAJ,"PREVOD NA UCET",5615,52081,SIPO,ST,66906124
69053,230,1998-07-14,VYDAJ,"PREVOD NA UCET",5615,49958,SIPO,ST,66906124
69054,230,1998-08-14,VYDAJ,"PREVOD NA UCET",5615,29098,SIPO,ST,66906124
69055,230,1998-09-14,VYDAJ,"PREVOD NA UCET",5615,22225,SIPO,ST,66906124
69056,230,1998-10-14,VYDAJ,"PREVOD NA UCET",5615,18210,SIPO,ST,66906124
69057,230,1998-11-14,VYDAJ,"PREVOD NA UCET",5615,13473,SIPO,ST,66906124
69058,230,1998-12-14,VYDAJ,"PREVOD NA UCET",5615,11761,SIPO,ST,66906124
69083,230,1998-01-12,VYDAJ,"PREVOD NA UCET",1527,55071," ",AB,95935326
69084,230,1998-02-12,VYDAJ,"PREVOD NA UCET",1527,48878," ",AB,95935326
69085,230,1998-03-12,VYDAJ,"PREVOD NA UCET",1527,54716," ",AB,95935326
69086,230,1998-04-12,VYDAJ,"PREVOD NA UCET",1527,56025," ",AB,95935326
69087,230,1998-05-12,VYDAJ,"PREVOD NA UCET",1527,51108," ",AB,95935326
69088,230,1998-06-12,VYDAJ,"PREVOD NA UCET",1527,57696," ",AB,95935326
69089,230,1998-07-12,VYDAJ,"PREVOD NA UCET",1527,55573," ",AB,95935326
69090,230,1998-08-12,VYDAJ,"PREVOD NA UCET",1527,41613," ",AB,95935326
69091,230,1998-09-12,VYDAJ,"PREVOD NA UCET",1527,45198," ",AB,95935326
69092,230,1998-10-12,VYDAJ,"PREVOD NA UCET",1527,38283," ",AB,95935326
69093,230,1998-11-12,VYDAJ,"PREVOD NA UCET",1527,33188," ",AB,95935326
69094,230,1998-12-12,VYDAJ,"PREVOD NA UCET",1527,17376," ",AB,95935326
69119,230,1998-01-12,VYDAJ,"PREVOD NA UCET",1058,54013,POJISTNE,KL,3922403
69120,230,1998-02-12,VYDAJ,"PREVOD NA UCET",1058,50405,POJISTNE,KL,3922403
69121,230,1998-03-12,VYDAJ,"PREVOD NA UCET",1058,56243,POJISTNE,KL,3922403
69122,230,1998-04-12,VYDAJ,"PREVOD NA UCET",1058,54967,POJISTNE,KL,3922403
69123,230,1998-05-12,VYDAJ,"PREVOD NA UCET",1058,50050,POJISTNE,KL,3922403
69124,230,1998-06-12,VYDAJ,"PREVOD NA UCET",1058,59223,POJISTNE,KL,3922403
69125,230,1998-07-12,VYDAJ,"PREVOD NA UCET",1058,57100,POJISTNE,KL,3922403
69126,230,1998-08-12,VYDAJ,"PREVOD NA UCET",1058,43140,POJISTNE,KL,3922403
69127,230,1998-09-12,VYDAJ,"PREVOD NA UCET",1058,44140,POJISTNE,KL,3922403
69128,230,1998-10-12,VYDAJ,"PREVOD NA UCET",1058,37225,POJISTNE,KL,3922403
69129,230,1998-11-12,VYDAJ,"PREVOD NA UCET",1058,34715,POJISTNE,KL,3922403
69130,230,1998-12-12,VYDAJ,"PREVOD NA UCET",1058,18903,POJISTNE,KL,3922403
69136,230,1998-01-28,VYDAJ,VYBER,5440,34398,NULL,NULL,NULL
69152,230,1998-01-13,VYDAJ,VYBER,1920,52093,NULL,NULL,NULL
69153,230,1998-01-05,VYDAJ,VYBER,1560,59478,NULL,NULL,NULL
69154,230,1998-01-18,VYDAJ,VYBER,840,39838,NULL,NULL,NULL
69155,230,1998-01-07,VYDAJ,VYBER,2880,56598,NULL,NULL,NULL
69156,230,1998-01-28,VYDAJ,VYBER,600,33798,NULL,NULL,NULL
69157,230,1998-01-02,VYDAJ,VYBER,720,43545,NULL,NULL,NULL
69169,230,1998-08-10,VYDAJ,VYBER,4320,48878,NULL,NULL,NULL
69170,230,1998-04-20,VYDAJ,VYBER,3960,34992,NULL,NULL,NULL
69171,230,1998-08-10,VYDAJ,VYBER,4680,44198,NULL,NULL,NULL
69172,230,1998-06-05,VYDAJ,VYBER,5040,60281,NULL,NULL,NULL
69173,230,1998-06-17,VYDAJ,VYBER,1200,40481,NULL,NULL,NULL
69199,230,1998-01-31,VYDAJ,VYBER,15,33970,SLUZBY,NULL,NULL
69200,230,1998-02-28,VYDAJ,VYBER,15,39808,SLUZBY,NULL,NULL
69201,230,1998-03-31,VYDAJ,VYBER,15,40059,SLUZBY,NULL,NULL
69202,230,1998-04-30,VYDAJ,VYBER,15,35142,SLUZBY,NULL,NULL
69203,230,1998-05-31,VYDAJ,VYBER,15,39082,SLUZBY,NULL,NULL
69204,230,1998-06-30,VYDAJ,VYBER,15,40665,SLUZBY,NULL,NULL
69205,230,1998-07-31,VYDAJ,VYBER,15,35705,SLUZBY,NULL,NULL
69206,230,1998-08-31,VYDAJ,VYBER,15,29232,SLUZBY,NULL,NULL
69207,230,1998-09-30,VYDAJ,VYBER,15,22317,SLUZBY,NULL,NULL
69208,230,1998-10-31,VYDAJ,VYBER,15,18280,SLUZBY,NULL,NULL
69209,230,1998-11-30,VYDAJ,VYBER,15,13522,SLUZBY,NULL,NULL
69232,230,1998-01-16,VYDAJ,VYBER,5800,40678,NULL,NULL,NULL
69233,230,1998-02-15,VYDAJ,VYBER,3600,39663,NULL,NULL,NULL
69234,230,1998-03-17,VYDAJ,VYBER,9200,39901,NULL,NULL,NULL
69235,230,1998-04-16,VYDAJ,VYBER,10400,38952,NULL,NULL,NULL
69236,230,1998-05-16,VYDAJ,VYBER,5500,38935,NULL,NULL,NULL
69237,230,1998-06-15,VYDAJ,VYBER,10400,41681,NULL,NULL,NULL
69238,230,1998-07-15,VYDAJ,VYBER,14400,35558,NULL,NULL,NULL
69239,230,1998-08-14,VYDAJ,VYBER,6900,34713,NULL,NULL,NULL
69240,230,1998-09-13,VYDAJ,VYBER,16300,27840,NULL,NULL,NULL
69241,230,1998-10-13,VYDAJ,VYBER,13400,23825,NULL,NULL,NULL
69242,230,1998-11-12,VYDAJ,VYBER,14100,19088,NULL,NULL,NULL
69243,230,1998-12-12,VYDAJ,VYBER,19800,19961,NULL,NULL,NULL
69315,231,1998-01-11,PRIJEM,"PREVOD Z UCTU",3110,17997,NULL,CD,97595548
69316,231,1998-02-11,PRIJEM,"PREVOD Z UCTU",3110,17856,NULL,CD,97595548
69317,231,1998-03-11,PRIJEM,"PREVOD Z UCTU",3110,17591,NULL,CD,97595548
69318,231,1998-04-11,PRIJEM,"PREVOD Z UCTU",3110,18166,NULL,CD,97595548
69319,231,1998-05-11,PRIJEM,"PREVOD Z UCTU",3110,19253,NULL,CD,97595548
69320,231,1998-06-11,PRIJEM,"PREVOD Z UCTU",3110,20345,NULL,CD,97595548
69321,231,1998-07-11,PRIJEM,"PREVOD Z UCTU",3110,17479,NULL,CD,97595548
69322,231,1998-08-11,PRIJEM,"PREVOD Z UCTU",3110,18565,NULL,CD,97595548
69323,231,1998-09-11,PRIJEM,"PREVOD Z UCTU",3110,17701,NULL,CD,97595548
69324,231,1998-10-11,PRIJEM,"PREVOD Z UCTU",3110,16982,NULL,CD,97595548
69325,231,1998-11-11,PRIJEM,"PREVOD Z UCTU",3110,18064,NULL,CD,97595548
69326,231,1998-12-11,PRIJEM,"PREVOD Z UCTU",3110,19150,NULL,CD,97595548
69363,231,1998-01-13,VYDAJ,"PREVOD NA UCET",2073,15924,SIPO,WX,51732343
69364,231,1998-02-13,VYDAJ,"PREVOD NA UCET",2073,15783,SIPO,WX,51732343
69365,231,1998-03-13,VYDAJ,"PREVOD NA UCET",2073,15008,SIPO,WX,51732343
